AeroDyn airfoil file Created with QBlade v0.963 64bit on 13.12.2018 at 15:49:54 Compatible with AeroDyn v13.0.
Polar "T1_Re0.100_M0.00_N9.0 360 V" on Foil "T1_Re0.100_M0.00_N9.0" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
13.30          Stall angle (deg)
0              No longer used, enter zero
0              No longer used, enter zero
0              No longer used, enter zero
1.69           Angle of attack for zero Cn for linear Cn curve (deg)
6.28379        Cn slope for zero lift for linear Cn curve (1/rad)
-1.0384        Cn at stall value for positive angle of attack for linear Cn curve
-1.0634        Cn at stall value for negative angle of attack for linear Cn curve
8.10           Angle of attack for minimum CD (deg)
0.0216         Minimum CD value
   -180.00    0.0000    0.0000
   -179.00    0.0314    0.0005
   -178.00    0.0628    0.0022
   -177.00    0.0940    0.0049
   -176.00    0.1252    0.0088
   -175.00    0.1562    0.0137
   -174.00    0.1871    0.0197
   -173.00    0.2177    0.0267
   -172.00    0.2480    0.0349
   -171.00    0.2780    0.0440
   -170.00    0.3077    0.0543
   -169.00    0.3370    0.0655
   -168.00    0.3660    0.0778
   -167.00    0.3944    0.0911
   -166.00    0.4224    0.1053
   -165.00    0.4499    0.1206
   -164.00    0.4768    0.1368
   -163.00    0.5031    0.1539
   -162.00    0.5288    0.1719
   -161.00    0.5539    0.1908
   -160.00    0.5783    0.2106
   -159.00    0.6020    0.2312
   -158.00    0.6250    0.2526
   -157.00    0.6472    0.2748
   -156.00    0.6686    0.2978
   -155.00    0.6892    0.3215
   -154.00    0.7090    0.3459
   -153.00    0.7279    0.3710
   -152.00    0.7459    0.3967
   -151.00    0.7630    0.4231
   -150.00    0.7792    0.4500
   -149.00    0.7944    0.4775
   -148.00    0.8087    0.5055
   -147.00    0.8219    0.5339
   -146.00    0.8342    0.5629
   -145.00    0.8455    0.5922
   -144.00    0.8557    0.6219
   -143.00    0.8649    0.6519
   -142.00    0.8730    0.6823
   -141.00    0.8801    0.7129
   -140.00    0.8861    0.7437
   -139.00    0.8910    0.7747
   -138.00    0.8948    0.8059
   -137.00    0.8975    0.8372
   -136.00    0.8992    0.8686
   -135.00    0.8997    0.9000
   -134.00    0.8992    0.9314
   -133.00    0.8975    0.9628
   -132.00    0.8948    0.9941
   -131.00    0.8910    1.0253
   -130.00    0.8861    1.0563
   -129.00    0.8801    1.0871
   -128.00    0.8730    1.1177
   -127.00    0.8649    1.1481
   -126.00    0.8557    1.1781
   -125.00    0.8455    1.2078
   -124.00    0.8342    1.2371
   -123.00    0.8219    1.2661
   -122.00    0.8087    1.2945
   -121.00    0.7944    1.3225
   -120.00    0.7792    1.3500
   -119.00    0.7630    1.3769
   -118.00    0.7459    1.4033
   -117.00    0.7279    1.4290
   -116.00    0.7090    1.4541
   -115.00    0.6892    1.4785
   -114.00    0.6686    1.5022
   -113.00    0.6472    1.5252
   -112.00    0.6250    1.5474
   -111.00    0.6020    1.5688
   -110.00    0.5783    1.5894
   -109.00    0.5539    1.6092
   -108.00    0.5288    1.6281
   -107.00    0.5031    1.6461
   -106.00    0.4768    1.6632
   -105.00    0.4499    1.6794
   -104.00    0.4224    1.6947
   -103.00    0.3944    1.7089
   -102.00    0.3660    1.7222
   -101.00    0.3370    1.7345
   -100.00    0.3077    1.7457
    -99.00    0.2780    1.7560
    -98.00    0.2480    1.7651
    -97.00    0.2177    1.7733
    -96.00    0.1871    1.7803
    -95.00    0.1562    1.7863
    -94.00    0.1252    1.7912
    -93.00    0.0940    1.7951
    -92.00    0.0628    1.7978
    -91.00    0.0314    1.7995
    -90.00   -0.0000    1.8000
    -89.00   -0.0315    1.7992
    -88.00   -0.0630    1.7972
    -87.00   -0.0945    1.7942
    -86.00   -0.1259    1.7901
    -85.00   -0.1574    1.7849
    -84.00   -0.1887    1.7786
    -83.00   -0.2198    1.7712
    -82.00   -0.2508    1.7628
    -81.00   -0.2816    1.7534
    -80.00   -0.3121    1.7428
    -79.00   -0.3424    1.7313
    -78.00   -0.3723    1.7187
    -77.00   -0.4019    1.7052
    -76.00   -0.4310    1.6906
    -75.00   -0.4598    1.6751
    -74.00   -0.4881    1.6587
    -73.00   -0.5159    1.6413
    -72.00   -0.5432    1.6230
    -71.00   -0.5699    1.6038
    -70.00   -0.5961    1.5838
    -69.00   -0.6216    1.5629
    -68.00   -0.6465    1.5412
    -67.00   -0.6708    1.5187
    -66.00   -0.6944    1.4955
    -65.00   -0.7172    1.4715
    -64.00   -0.7394    1.4468
    -63.00   -0.7607    1.4215
    -62.00   -0.7813    1.3955
    -61.00   -0.8011    1.3689
    -60.00   -0.8201    1.3417
    -59.00   -0.8383    1.3140
    -58.00   -0.8556    1.2857
    -57.00   -0.8721    1.2570
    -56.00   -0.8877    1.2279
    -55.00   -0.9024    1.1983
    -54.00   -0.9162    1.1684
    -53.00   -0.9291    1.1381
    -52.00   -0.9411    1.1075
    -51.00   -0.9522    1.0767
    -50.00   -0.9624    1.0456
    -49.00   -0.9717    1.0144
    -48.00   -0.9800    0.9830
    -47.00   -0.9875    0.9515
    -46.00   -0.9941    0.9199
    -45.00   -0.9997    0.8883
    -44.00   -1.0045    0.8566
    -43.00   -1.0084    0.8251
    -42.00   -1.0115    0.7936
    -41.00   -1.0137    0.7622
    -40.00   -1.0151    0.7310
    -39.00   -1.0157    0.7000
    -38.00   -1.0155    0.6692
    -37.00   -1.0146    0.6387
    -36.00   -1.0130    0.6085
    -35.00   -1.0107    0.5786
    -34.00   -1.0078    0.5491
    -33.00   -1.0043    0.5200
    -32.00   -1.0003    0.4914
    -31.00   -0.9958    0.4632
    -30.00   -0.9910    0.4356
    -29.00   -0.9858    0.4086
    -28.00   -0.9803    0.3821
    -27.00   -0.9747    0.3562
    -26.00   -0.9691    0.3310
    -25.00   -0.9635    0.3064
    -24.00   -0.9582    0.2826
    -23.00   -0.9532    0.2595
    -22.00   -0.9488    0.2372
    -21.00   -0.9452    0.2157
    -20.00   -0.9426    0.1950
    -19.00   -0.9413    0.1751
    -18.00   -0.9418    0.1561
    -17.00   -0.9444    0.1380
    -16.00   -0.9497    0.1208
    -15.00   -0.9584    0.1045
    -14.00   -0.9713    0.0892
    -13.00   -0.9897    0.0749
    -12.00   -1.0150    0.0616
    -11.00   -1.0493    0.0492
    -10.00   -1.0954    0.0385
